timestamp,alert,classification,priority,protocol,src_ip,src_port,dest_ip,dest_port,line_no
03/17/2025-22:54:54.315609,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.65,443,10.22.64.192,58536,118
03/17/2025-22:54:54.319392,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.65,443,10.22.64.192,58536,119
03/17/2025-22:54:54.319689,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39674,120
03/17/2025-22:54:54.319689,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39674,121
03/17/2025-22:54:54.321795,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39674,122
03/17/2025-22:54:54.326802,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.65,443,10.22.64.192,58536,123
03/17/2025-22:54:54.327606,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39674,124
03/17/2025-22:54:54.339916,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39674,125
03/17/2025-22:54:54.340854,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.65,443,10.22.64.192,58536,126
03/17/2025-22:54:54.926376,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,180.149.60.57,443,10.22.64.192,39942,127
03/17/2025-22:54:54.926376,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,180.149.60.57,443,10.22.64.192,39942,128
03/17/2025-22:54:54.946627,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39181,129
03/17/2025-22:54:54.946627,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39181,130
03/17/2025-22:54:54.948488,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39181,131
03/17/2025-22:54:54.951704,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39181,132
03/17/2025-22:54:54.952661,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,180.149.60.57,443,10.22.64.192,39942,133
03/17/2025-22:54:54.957384,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39181,134
03/17/2025-22:54:54.968366,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.54,443,10.22.64.192,39181,135
03/17/2025-22:54:55.533015,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.82,57621,10.22.67.255,57621,136
03/17/2025-22:54:56.323274,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,172.217.138.39,443,10.22.64.192,51280,137
03/17/2025-22:54:56.323274,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,172.217.138.39,443,10.22.64.192,51280,138
03/17/2025-22:54:56.323848,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,172.217.138.39,443,10.22.64.192,51280,139
03/17/2025-22:54:56.323848,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,172.217.138.39,443,10.22.64.192,51280,140
03/17/2025-22:54:56.323848,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,172.217.138.39,443,10.22.64.192,51280,141
03/17/2025-22:54:56.324812,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,172.217.138.39,443,10.22.64.192,51280,142
03/17/2025-22:54:57.916815,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.183.3,443,10.22.64.192,50997,143
03/17/2025-22:54:57.916815,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.183.3,443,10.22.64.192,50997,144
03/17/2025-22:54:59.283030,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.192.2,443,10.22.64.192,51424,145
03/17/2025-22:54:59.283030,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.192.2,443,10.22.64.192,51424,146
03/17/2025-22:55:04.988995,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.64.146,57621,10.22.67.255,57621,147
03/17/2025-22:55:14.374553,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.120,57621,10.22.67.255,57621,148
03/17/2025-22:55:14.376666,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.249,57621,10.22.67.255,57621,149
03/17/2025-22:55:14.391428,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.162,57621,10.22.67.255,57621,150
03/17/2025-22:55:26.630666,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,172.217.136.39,443,10.22.64.192,44356,151
03/17/2025-22:55:26.630666,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,172.217.136.39,443,10.22.64.192,44356,152
03/17/2025-22:55:27.557322,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.192.2,443,10.22.64.192,56062,153
03/17/2025-22:55:27.557322,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.192.2,443,10.22.64.192,56062,154
03/17/2025-22:55:58.107951,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.180,57621,10.22.67.255,57621,155
03/17/2025-22:57:04.666003,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.184,57621,10.22.67.255,57621,156
03/17/2025-22:57:41.785383,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.121,57621,10.22.67.255,57621,157
03/17/2025-22:58:32.779633,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.119,57621,10.22.67.255,57621,158
03/17/2025-22:59:30.301570,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.116,57621,10.22.67.255,57621,159
03/17/2025-22:59:34.542641,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.178,57621,10.22.67.255,57621,160
03/17/2025-22:59:36.058139,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.64.204,57621,10.22.67.255,57621,161
03/17/2025-22:59:39.496379,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.180,57621,10.22.67.255,57621,162
03/17/2025-22:59:39.845971,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.236,57621,10.22.67.255,57621,163
03/17/2025-22:59:40.384454,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.195,57621,10.22.67.255,57621,164
03/17/2025-22:59:44.020660,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.91,57621,10.22.67.255,57621,165
03/17/2025-22:59:57.703678,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.83,57621,10.22.67.255,57621,166
03/17/2025-23:00:13.680569,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.87,57621,10.22.67.255,57621,167
03/17/2025-23:00:13.715023,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.223,57621,10.22.67.255,57621,168
03/17/2025-23:00:14.587406,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.64.173,57621,10.22.67.255,57621,169
03/17/2025-23:00:28.541298,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.181,57621,10.22.67.255,57621,170
03/17/2025-23:00:29.305736,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.204,57621,10.22.67.255,57621,171
03/17/2025-23:00:40.386468,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.82,57621,10.22.67.255,57621,172
03/17/2025-23:00:45.680070,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.125,57621,10.22.67.255,57621,173
03/17/2025-23:00:50.466020,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.64.146,57621,10.22.67.255,57621,174
03/17/2025-23:00:54.695301,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.120,57621,10.22.67.255,57621,175
03/17/2025-23:00:57.868361,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.162,57621,10.22.67.255,57621,176
03/17/2025-23:01:23.658494,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.180,57621,10.22.67.255,57621,177
03/17/2025-23:02:19.335153,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.143,57621,10.22.67.255,57621,178
03/17/2025-23:02:33.017484,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.184,57621,10.22.67.255,57621,179
03/17/2025-23:02:43.204188,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.180,57621,10.22.67.255,57621,180
03/17/2025-23:02:52.845837,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.121,57621,10.22.67.255,57621,181
03/17/2025-23:03:19.818980,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.207.66,443,10.22.64.192,38585,182
03/17/2025-23:03:19.818980,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.207.66,443,10.22.64.192,38585,183
03/17/2025-23:04:43.320714,[1:2019102:1] ET DOS Possible SSDP Amplification Scan in Progress,Attempted Denial of Service,2,UDP,10.22.66.87,58421,10.22.64.134,1900,184
03/17/2025-23:05:00.276195,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.196.78,443,10.22.64.192,36444,185
03/17/2025-23:05:00.276195,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.196.78,443,10.22.64.192,36444,186
03/17/2025-23:05:00.276887,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.196.78,443,10.22.64.192,36444,187
03/17/2025-23:05:00.280531,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.196.78,443,10.22.64.192,36444,188
03/17/2025-23:05:00.287421,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.196.78,443,10.22.64.192,36444,189
03/17/2025-23:05:00.290427,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.205.66,443,10.22.64.192,39938,190
03/17/2025-23:05:00.290427,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.66,443,10.22.64.192,39938,191
03/17/2025-23:05:00.293559,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.66,443,10.22.64.192,39938,192
03/17/2025-23:05:00.297791,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.66,443,10.22.64.192,39938,193
03/17/2025-23:05:00.300013,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.196.78,443,10.22.64.192,36444,194
03/17/2025-23:05:00.305756,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.66,443,10.22.64.192,39938,195
03/17/2025-23:05:00.322221,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.205.66,443,10.22.64.192,39938,196
03/17/2025-23:05:00.322873,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,34.128.128.0,443,10.22.64.192,34732,197
03/17/2025-23:05:00.322873,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,34.128.128.0,443,10.22.64.192,34732,198
03/17/2025-23:05:00.328320,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,34.128.128.0,443,10.22.64.192,34732,199
03/17/2025-23:05:00.342170,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.182.100,443,10.22.64.192,34847,200
03/17/2025-23:05:00.342170,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.182.100,443,10.22.64.192,34847,201
03/17/2025-23:05:00.342564,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,34.128.128.0,443,10.22.64.192,34732,202
03/17/2025-23:05:00.343493,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.182.100,443,10.22.64.192,34847,203
03/17/2025-23:05:00.419357,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.182.3,443,10.22.64.192,41432,204
03/17/2025-23:05:00.419357,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.182.3,443,10.22.64.192,41432,205
03/17/2025-23:05:00.421369,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.182.3,443,10.22.64.192,41432,206
03/17/2025-23:05:00.429854,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.182.3,443,10.22.64.192,41432,207
03/17/2025-23:05:00.447240,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.182.3,443,10.22.64.192,41432,208
03/17/2025-23:05:00.651066,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.251.42.14,443,10.22.64.192,42905,209
03/17/2025-23:05:00.651066,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.251.42.14,443,10.22.64.192,42905,210
03/17/2025-23:05:00.905705,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.116,57621,10.22.67.255,57621,211
03/17/2025-23:05:03.691183,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.178,57621,10.22.67.255,57621,212
03/17/2025-23:05:04.895596,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.64.204,57621,10.22.67.255,57621,213
03/17/2025-23:05:06.171396,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.236,57621,10.22.67.255,57621,214
03/17/2025-23:05:10.338419,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.91,57621,10.22.67.255,57621,215
03/17/2025-23:05:23.777322,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.83,57621,10.22.67.255,57621,216
03/17/2025-23:05:29.098625,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.223,57621,10.22.67.255,57621,217
03/17/2025-23:05:37.769722,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.17,57621,10.22.67.255,57621,218
03/17/2025-23:05:38.679930,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.148,57621,10.22.67.255,57621,219
03/17/2025-23:05:42.904915,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.87,57621,10.22.67.255,57621,220
03/17/2025-23:05:48.344977,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.195,57621,10.22.67.255,57621,221
03/17/2025-23:05:50.422904,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.66.204,57621,10.22.67.255,57621,222
03/17/2025-23:05:56.214917,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,34.117.188.166,443,10.22.64.192,37686,223
03/17/2025-23:05:56.214917,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,34.117.188.166,443,10.22.64.192,37686,224
03/17/2025-23:05:56.216930,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,34.117.188.166,443,10.22.64.192,37686,225
03/17/2025-23:05:56.223858,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,34.117.188.166,443,10.22.64.192,37686,226
03/17/2025-23:05:56.234090,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,34.117.188.166,443,10.22.64.192,37686,227
03/17/2025-23:05:57.510577,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.181,57621,10.22.67.255,57621,228
03/17/2025-23:05:57.980862,[1:2200075:2] SURICATA UDPv4 invalid checksum,Generic Protocol Command Decode,3,UDP,142.250.195.194,443,10.22.64.192,53670,229
03/17/2025-23:05:57.980862,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.194,443,10.22.64.192,53670,230
03/17/2025-23:05:57.982143,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.194,443,10.22.64.192,53670,231
03/17/2025-23:05:57.988207,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.194,443,10.22.64.192,53670,232
03/17/2025-23:05:57.999945,[1:2231000:1] SURICATA QUIC failed decrypt,Generic Protocol Command Decode,3,UDP,142.250.195.194,443,10.22.64.192,53670,233
03/17/2025-23:06:03.263561,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.82,57621,10.22.67.255,57621,234
03/17/2025-23:06:10.054910,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.64.146,57621,10.22.67.255,57621,235
03/17/2025-23:06:20.032181,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.65.120,57621,10.22.67.255,57621,236
03/17/2025-23:06:21.609068,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.125,57621,10.22.67.255,57621,237
03/17/2025-23:06:21.936644,[1:2027397:1] ET INFO Spotify P2P Client,Not Suspicious Traffic,3,UDP,10.22.67.162,57621,10.22.67.255,57621,238
